timestamp,LShoulderRoll,LHipPitch,LHand,HeadYaw,RHipPitch,HeadPitch,RHand,RShoulderPitch,LShoulderPitch,RShoulderRoll,LKneePitch,RKneePitch,HipYawPitch
1757351826.592,6.025264388283734,,1.0,-2.161200165599212,,-10.960749941241883,1.0,81.03438633927156,88.43292546679905,-16.86018184639363,,,
1757351827.358,5.102694910649805,,1.0,-4.5209136562108405,,-11.549710832596913,1.0,81.07055046391936,88.77216358929803,-17.35365640709273,,,
1757351828.155,5.060183034368572,,1.0,-7.760298389493735,,-12.619815396500284,1.0,83.19600551242955,88.75682784874266,-16.549983977166782,,,
1757351828.995,5.082973265737003,,1.0,-9.547339661015446,,-12.900336887300172,1.0,84.06451249015397,88.93991832540937,-15.596505371263854,,,
1757351829.821,5.238124036558991,,1.0,-10.619193808097233,,-12.973873912984418,1.0,85.43515771970131,88.77054475571285,-14.95444324951032,,,
1757351830.656,5.0204403688829675,,1.0,-11.278029941629846,,-12.99315120304539,1.0,85.74355567776925,88.17986215373172,-14.909915316075486,,,
1757351831.523,5.032284452427867,,1.0,-9.250163881018617,,-12.638204628971133,1.0,81.65032239974977,87.07068042857256,-17.093327376285615,,,
1757351832.287,5.089622737097367,,1.0,-6.5770137005321825,,-12.209126892821265,1.0,79.45761427520364,85.654940633163,-17.082339399262292,,,
1757351833.087,5.494970602163424,,1.0,-4.823004679512309,,-11.92682136019174,1.0,76.41837899791923,84.26103407208002,-19.363062874303765,,,
1757351834.018,6.390523982762501,,1.0,-3.6253457387060757,,-11.898896658646107,1.0,78.31758968547982,77.97328315909306,-24.95515197775786,,,
1757351834.798,46.4670465541843,,1.0,-3.204913291659208,,-11.678870457105157,1.0,74.73160779166538,71.86313134477807,-74.51979847452051,,,
1757351835.551,134.65639489245154,,1.0,-3.06714598741089,,-11.664372271384218,1.0,57.61192536130439,48.172180607755436,-135.50543640698297,,,
1757351836.335,106.31244860308439,,0.0,-3.0176019177238413,,-11.321617204709746,0.0,32.029388618584626,27.116776581747374,-97.99510990981383,,,
1757351837.186,35.247730526606965,,0.0,-2.516614237119799,,-11.084310020511435,0.0,21.01689420475479,15.326832389686395,-18.310270092198245,,,
1757351837.966,16.61854107116686,,0.0,-2.053507322575533,,-11.350101366016952,0.0,15.670601397788078,9.374225644724461,2.578632556950782,,,
1757351838.766,11.388008664447975,,0.0,-1.2209364988553926,,-11.71625037799452,0.0,14.873222479306815,9.78820561087646,8.443626442407446,,,
1757351839.581,133.99310652357292,,1.0,-1.2142697420447583,,-12.484813391271198,1.0,43.01409527571151,41.215223770223304,-131.9053932576331,,,
1757351840.413,86.32914190104835,,1.0,-1.347335621806865,,-13.173877537313121,1.0,72.07588075008053,69.43639599992541,-122.12224891226433,,,
1757351841.213,25.638633600274343,,1.0,-1.154761559394351,,-14.417149562513131,1.0,80.87937368879304,83.18475605145741,-50.61954295203706,,,
1757351842.029,13.01122443710044,,1.0,-1.4627406513806986,,-14.370311403932359,1.0,75.27161559386445,82.30535252634074,-29.583999652409773,,,
1757351842.811,10.559908349012936,,1.0,-1.1994437482524336,,-14.077659930137962,1.0,72.56158285277395,80.72989068500041,-24.69717414085581,,,
1757351843.688,9.38068114743237,,1.0,-1.041826385553509,,-13.34396646778087,1.0,71.14512078121408,79.91974160806816,-22.46568120891509,,,
1757351844.526,8.279107381870336,,1.0,-1.2906916288116315,,-12.872134996583961,1.0,74.33880336455414,83.05331025324915,-20.841112203551532,,,
1757351845.321,17.50325227584201,,1.0,-4.067503253074557,,-14.005504765235608,1.0,82.34782848808157,87.68705841697505,-25.34379279161529,,,
1757351846.125,41.974879564826665,,0.0,-9.863871658219182,,-15.972124032942343,0.0,80.77904087765583,86.34504729709062,-49.42720621733076,,,
1757351846.925,67.03305774392007,,0.0,-14.902767017577771,,-16.112118785993314,1.0,73.31724399638246,79.54585363463977,-74.11167603200428,,,
1757351847.723,80.89894398970178,,1.0,-15.179493565644728,,-15.535513013628348,1.0,71.20283402836826,79.09060275041757,-84.78718935383324,,,
1757351848.539,85.78432853556565,,1.0,-14.047357729017902,,-14.681905218755675,1.0,57.71611753757242,73.97396298305003,-80.06493400395587,,,
1757351849.339,86.78240756221632,,1.0,-13.57964683561254,,-13.40514988933239,1.0,35.53839642640682,73.32612816514313,-75.3440444621225,,,
1757351850.171,83.64219551241254,,1.0,-14.862245552059857,,-13.08496609007132,0.0,63.682411938906725,77.00956570723588,-79.35480936409101,,,
1757351850.971,66.1337842999578,,0.0,-16.92171559839935,,-12.29306988057253,0.0,68.25689507562429,77.52324882756511,-77.02935281235729,,,
1757351851.835,36.748385173034094,,0.0,-13.33674737106144,,-12.927317208618247,1.0,80.87474473695472,85.01589598341235,-45.71966874743368,,,
1757351852.668,16.015200146436865,,1.0,1.0035933577283747,,-13.144872513868822,1.0,80.21560053487602,86.46089169280819,-27.097513580631116,,,
1757351853.52,9.180004699106785,,1.0,17.06932318173468,,-15.401236368220506,1.0,74.73417754945068,86.30260258091988,-21.998219726434307,,,
1757351854.334,7.379099860835767,,1.0,24.917386124922125,,-15.51443016520864,1.0,73.109134125017,86.96360053269557,-23.76153607852581,,,
1757351855.15,7.041547243198586,,1.0,26.465593014665274,,-14.907883824982765,1.0,72.66919659229785,86.78437467968425,-23.57539073272813,,,
1757351855.933,7.059959796083939,,1.0,20.702416332189138,,-13.599997037933027,1.0,71.0925879068442,85.41260392493527,-22.77070309327823,,,
1757351856.765,6.815444255893181,,1.0,12.314987381588315,,-12.305937298809535,1.0,71.68480685318104,84.41430782475987,-20.920119954380038,,,
1757351857.612,6.333487470385057,,1.0,6.150806441727271,,-11.011474901807304,1.0,71.22342297171794,80.41963023836566,-20.64078165410635,,,
1757351858.431,5.6268034828654185,,1.0,0.18191120308812347,,-10.560486461327502,1.0,72.64200600342753,80.54760805913892,-22.018160599023094,,,
1757351859.246,5.168447634675955,,1.0,-3.693024855662134,,-10.419942530334591,1.0,74.42677772084198,81.34610743485082,-21.688544092947716,,,
1757351860.061,5.2028609006962006,,1.0,-6.311648246210156,,-10.288068331737627,1.0,78.35976501362836,83.28516013221957,-22.313576836366277,,,
1757351860.927,-35.74008799587999,,1.0,-7.446042174283614,,-10.060412307804025,1.0,69.49873178307149,76.04900415680765,-26.28844892978402,,,
1757351861.815,81.76084488888182,,1.0,-8.539762623788326,,-10.500669379213587,1.0,67.91914569098053,35.644951793066326,-76.35299730416892,,,
1757351862.643,-12.730279875543694,,0.0,-8.575481226600294,,-10.222962778995656,1.0,63.23175108660625,20.613702857342595,-55.52916907527943,,,
1757351863.475,-86.02046558368261,,0.0,-8.370543160532728,,-9.78435868378963,1.0,63.78889574203032,20.298378914771295,-63.06272728575546,,,
1757351864.225,-153.85688351603952,,0.0,-7.737135666274694,,-9.943470922803352,1.0,68.20133477864631,21.806019090737045,-110.33707327466516,,,
1757351864.956,-171.8185039756394,,0.0,-7.1932356920999165,,-9.985181241587362,1.0,67.74234117164366,22.646236445215777,-115.94705986040651,,,
1757351865.821,-176.96334476749587,,0.0,-7.302924461815875,,-9.996892281115743,1.0,67.08285022023826,24.05296562471831,-119.78121809729636,,,
1757351866.638,-178.16660125560793,,0.0,-5.903207864094611,,-9.871348264112648,1.0,63.91413225976077,22.348546117210155,-91.49430909277685,,,
1757351867.471,-141.24920594683562,,1.0,-4.163560417860174,,-9.973019775478038,1.0,62.111520438814594,20.328069480396074,-70.659102103345,,,
1757351868.32,-160.99610128636238,,0.0,-5.922557105743632,,-10.096741836818333,0.0,54.20651912803343,24.571587534857375,-58.81562279199454,,,
1757351869.086,-47.16292851794469,,0.0,-9.34366680992806,,-11.25121629207091,0.0,71.15154018989696,7.889597951717093,-83.30938708082222,,,
1757351869.985,-1.987934986726478,,0.0,-11.518497753777426,,-11.273048674934909,0.0,61.89525338084939,-0.06264996029913664,-103.76794109692585,,,
1757351870.718,6.857434770839575,,0.0,-11.513777075166232,,-10.87157807184214,1.0,34.293105083865605,0.29043888920132,-113.35709216185619,,,
1757351871.582,9.340956304453577,,0.0,-11.107746862073906,,-10.97306796965199,1.0,22.745851709365766,1.9421252389402197,-122.11419180767426,,,
1757351872.418,9.861788519579743,,0.0,-10.740676154729204,,-10.994351943869162,1.0,21.73837116296496,2.0241645089003244,-122.3984709573796,,,
1757351873.262,9.97101495174137,,0.0,-10.323267047924269,,-10.608415516778912,1.0,20.496011408611498,0.7934200187461106,-120.77007785404369,,,
1757351874.082,9.99240174350929,,0.0,-10.232198517011062,,-10.897348477230494,1.0,20.213997345660278,0.23370837699892089,-122.18666573582144,,,
1757351874.901,9.998008162650502,,0.0,-10.060869448043348,,-10.845090519215113,0.0,26.453176226935174,-0.5266038330545936,-120.17195973746713,,,
1757351875.73,9.999477851789855,,0.0,-9.527956560587878,,-11.31939140906913,0.0,65.18737506985704,-2.586492202153191,-107.65271293602098,,,
1757351876.515,9.999863121979601,,1.0,-8.65040064461875,,-11.661582541539019,0.0,69.70534009871353,4.814120757816362,-89.60729098156422,,,
1757351877.316,135.29295472712192,,1.0,-6.84224262658294,,-11.173429893769207,1.0,60.04044914303086,43.336765214719506,-53.74935224606485,,,
1757351878.144,18.466873181642008,,1.0,-6.176631080882369,,-12.386655684857791,1.0,74.80718737982278,73.44999219909938,-31.570856851352044,,,
1757351878.944,3.6758590773127695,,1.0,-4.958642222453462,,-13.711513174281093,1.0,73.59598619551318,74.47107745749622,-25.053292517844525,,,
1757351879.708,2.184022430926187,,1.0,-2.841126306762841,,-12.698518909558745,1.0,71.8895133576309,74.39100837845984,-22.99949028123848,,,
1757351880.476,2.0092404629516625,,1.0,-2.0525602145600383,,-11.44525654102737,1.0,71.92142760596785,76.37712102056959,-22.368236266837393,,,
1757351881.243,2.418903775286196,,1.0,-1.357842344885627,,-10.91672133069108,1.0,73.31281105355498,78.70545261219897,-22.308893397340633,,,
1757351882.041,6.329945526111979,,1.0,-1.0750449789261585,,-10.91699919721015,1.0,77.87896218639851,81.44474197478128,-19.24616425204427,,,
1757351882.892,43.94686992157416,,1.0,0.28211792723550483,,-11.182593470042768,1.0,55.222788551579406,67.97273693643095,-115.71107419390327,,,
1757351883.707,70.60952380428925,,1.0,1.8897052175337796,,-11.120212626088716,0.0,6.998049152090392,59.60638616998459,-25.83132646235633,,,
1757351884.522,78.81302176792744,,1.0,2.2648695076361407,,-10.43481041492272,1.0,-13.751066524200063,5.785422227618508,2.4856262046816493,,,
1757351885.337,81.38931978258049,,1.0,2.0555471617678154,,-9.931186353127604,1.0,-18.13214838087611,-1.9698776049252273,8.424121596640056,,,
1757351886.137,83.67627933338511,,1.0,2.21153388413957,,-9.825568732283426,1.0,-18.308801047110126,6.800555097201294,9.669514345463691,,,
1757351886.941,81.0095869054802,,1.0,1.9624418708191071,,-9.963419111804566,1.0,-19.2551085364101,13.032784637465845,9.93069213486179,,,
1757351887.669,82.84669163427614,,1.0,1.9901543617840045,,-9.990410539644895,1.0,-20.92654835672073,35.00129666999017,9.981831359001212,,,
1757351888.468,85.05394712598218,,1.0,1.9684440200124054,,-10.367908944403737,1.0,-22.035796484478354,50.78329119494404,9.996189759819213,,,
1757351889.305,76.19114091795257,,1.0,1.9409534313457057,,-10.23715609785742,0.0,-20.430992071280233,52.26983401257463,9.99920093471844,,,
1757351890.2,64.91646895710505,,0.0,1.7120458370453513,,-10.19719123849339,1.0,15.50412561926588,59.04867609804907,-78.97683870624101,,,
1757351890.966,29.528486897179768,,1.0,-0.03919745609358327,,-10.539692500023612,1.0,57.6618999905583,70.34714604593847,-87.68417472875456,,,
1757351891.832,10.002554842924992,,1.0,-1.4413339023441574,,-11.231466520580952,1.0,65.27666686358133,75.70131691491116,-30.946453492995484,,,
1757351892.68,5.932469834484506,,1.0,-2.2428392275968863,,-11.904362847656941,1.0,66.85007585292534,75.78389690045762,-19.450525577047568,,,
1757351893.512,4.886771080361638,,1.0,-5.511816677183328,,-12.339943435468948,1.0,68.77740802264341,74.50444352007588,-15.784301728588964,,,
1757351894.332,3.816351230226104,,1.0,-9.42879493681884,,-13.07149610555806,1.0,70.14875396926004,71.83392345324523,-15.907760676814565,,,
1757351895.082,1.3978551191769246,,1.0,-11.12597401991744,,-13.018742275095414,0.0,79.77400101997372,79.62911406007599,-21.727200312945207,,,
1757351895.878,-16.393796062212736,,1.0,-10.03270333347724,,-13.004913174962615,0.0,72.29949000433976,58.351061907244045,-50.44876770810835,,,
1757351896.68,3.0810247250673033,,0.0,-8.32031698265106,,-13.0012879593374,0.0,65.02175284187948,10.969329858379037,-96.09425518209773,,,
1757351897.452,8.186232145528045,,1.0,-6.673793175100081,,-12.062481630812545,1.0,54.666781647054904,-7.743425619165464,-107.31207662618748,,,
1757351898.315,9.619625311645844,,1.0,-5.71576867047475,,-11.140898547702179,1.0,55.33960557141621,-12.126902224163675,-108.33034958528577,,,
1757351899.158,9.920229646156873,,1.0,-4.662107569882347,,-11.029548567111075,1.0,57.07162664457209,-14.32691836492382,-108.04320603630595,,,
1757351900.105,69.4416447568095,,1.0,-4.241254021439391,,-11.058625583661414,1.0,72.9541694204335,6.900291254927426,-102.47953750484913,,,
1757351900.956,84.91300510087862,,1.0,-3.863243294196209,,-11.117768345003341,1.0,67.68563757167729,47.64739186718055,-67.14682003760088,,,
1757351901.739,24.739178211939503,,1.0,-3.226294050113772,,-12.063192265032558,1.0,80.89567083727768,75.53270231089634,-40.838303229047874,,,
1757351902.488,9.325379450286263,,1.0,-2.121465627473025,,-13.4267414731247,1.0,75.49365599664739,76.51172090295586,-26.172109442444423,,,
1757351903.355,3.9117121302081834,,1.0,-2.519841485448289,,-13.649723716730804,1.0,69.83095532746245,74.5971692106379,-20.682627321648113,,,
1757351904.087,2.4075621602985358,,1.0,-3.1522093263613575,,-13.170321173998682,1.0,68.62769624712661,73.76115459411318,-19.45131521836781,,,
1757351904.887,2.010610981570597,,1.0,-4.450076761649672,,-12.916648673836713,1.0,68.82925724739312,72.91185803279069,-18.781798156473233,,,
1757351905.739,1.8506328526436733,,1.0,-4.695840922605893,,-12.522213949954255,1.0,69.69735965925369,73.1084629647066,-19.54717366380325,,,
1757351906.553,1.858348560554392,,1.0,-4.0224105228156,,-12.87475125369681,1.0,70.62994697110207,73.99845488968917,-19.783583136412865,,,
1757351907.393,1.8497412731696783,,1.0,-4.796274784092974,,-13.2794867926491,1.0,70.62120689793777,74.37934511862986,-20.527439610723164,,,
1757351908.214,1.8868685604167714,,1.0,-6.524706657001271,,-13.175665785772209,1.0,69.72686420866616,72.97328180512609,-20.64570891806881,,,
1757351909.06,1.9315699444218681,,1.0,-7.165319846707723,,-13.071952705852299,1.0,69.84877534585127,72.20361855500427,-19.966790635638098,,,
1757351909.864,2.7745214698738723,,1.0,-6.854172007369188,,-12.823577462653683,1.0,70.44765318061633,73.44128168909806,-18.577617437005046,,,
1757351910.597,3.1761082758203547,,1.0,-6.683337605895351,,-12.658861970122947,1.0,72.60922252664544,75.6678972123701,-18.08222773919852,,,
